Title,Authors,Source_Title,Publication_Year,DOI,Notes,country,region,level_of_data_collection,collection_method,confience,location_of_data_extraction,time_for_time_series,SPECIES,growth_type,taxa,Environment,MIN,MAX,AVERAGE,UNITS,SYSTEM notes,system,mean_tonnes_ha_year,fishprint_taxa,cal_100_g,p_100_g
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2009,Sargassum fusifarme,monoculture,algae,sw,,,6.349206349,mt dw/ha/y,,,63.49206349,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2012,Ulva prolifera,monoculture,algae,sw,,,6.349206349,mt dw/ha/y,,,63.49206349,,,
"Effects of different manure levels on fish growth, mortality and yield in a horizontally-integrated fish-cum-poultry farming system in Nigeria","Njoku, DC",AQUACULTURE RESEARCH,1997,,"Results indicate that poultry droppings, applied at the rate of 5000 kg ha−1 per year gave the best yield (23.5 M.t ha−1 for Heterobranchus bidorsalis Geofrey St Hillaire, 1809; and 11.2 tons ha−1 for Oreochromis niloticus Linnaeus, 1758)",nigera,africa,farm,farm,high,Table 7,1995-1996,Heterobranchus bidorsalis,monoculture,fish,fw,27,42.8,31.6,tonne/ha/half year,,ponds,63.2,catfish,119,15.2
"Traditional vs. Integrated Multi-Trophic Aquaculture of Gracilaria chilensis C. J. Bird, J. McLachlan & E. C. Oliveira: Productivity and physiological performance","Abreu, Maria H.; Varela, Daniel A.; Henriquez, Luis; Villarroel, Adrian; Yarish, Charles; Sousa-Pinto, Isabel; Buschmann, Alejandro H.",AQUACULTURE,2009,10.1016/j.aquaculture.2009.03.043,averages from https://apps.automeris.io/wpd/,chile,south america,experiment,experiment,mid,Fig 3b,fall,Gracilaria,imta,algae,sw,,,499,g m−2month−1,Longline subtidal Integrated Multi-Trophic Aquaculture (near),on or off bottom,59.88,,,
Effects of intensive fish farming on sediments of a temperate bay characterised by polyculture and strong currents,"Ji, Weiwei; Yokoyama, Hisashi; Fu, Jing; Zhou, Jin",AQUACULTURE REPORTS,2021,10.1016/j.aqrep.2020.100579,china,china,asia (not china),region,government data,mid,Table 1,,Pseudosciaena crocea,monoculture,fish,sw,,,6594.2029,t/km2/year,Cage,"cages, pens, or nets",59.82,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2013,Eucheuma,monoculture,algae,sw,,,5.82010582,mt dw/ha/y,,,58.2010582,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2005,Sargassum fusifarme,monoculture,algae,sw,,,5.82010582,mt dw/ha/y,,,58.2010582,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2007,Sargassum fusifarme,monoculture,algae,sw,,,5.82010582,mt dw/ha/y,,,58.2010582,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2008,Ulva prolifera,monoculture,algae,sw,,,5.82010582,mt dw/ha/y,,,58.2010582,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2014,Ulva prolifera,monoculture,algae,sw,,,5.82010582,mt dw/ha/y,,,58.2010582,,,
"Traditional vs. Integrated Multi-Trophic Aquaculture of Gracilaria chilensis C. J. Bird, J. McLachlan & E. C. Oliveira: Productivity and physiological performance","Abreu, Maria H.; Varela, Daniel A.; Henriquez, Luis; Villarroel, Adrian; Yarish, Charles; Sousa-Pinto, Isabel; Buschmann, Alejandro H.",AQUACULTURE,2009,10.1016/j.aquaculture.2009.03.043,averages from https://apps.automeris.io/wpd/,chile,south america,experiment,experiment,mid,Fig 3b,fall,Gracilaria,imta,algae,sw,,,485,g m−2month−1,Longline subtidal Integrated Multi-Trophic Aquaculture (far),on or off bottom,58.2,,,
The Feasibility of industrial production of Spirulina (Arthrospira) in Southern Spain,"Jimenez, C; Cossio, BR; Labella, D; Niell, FX",AQUACULTURE,2003,10.1016/S0044-8486(02)00118-7,"Extracted monthly because in terms of production cycle, thats comparable to extracting annual",spain,europe,experiment,experiment,high,Fig 6,July,Spirulina,monoculture,algae,fw,2,15,13.9,g/m2/day,PONDS,ponds,50.74,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2005,Ulva prolifera,monoculture,algae,sw,,,4.761904762,mt dw/ha/y,,,47.61904762,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2006,Ulva prolifera,monoculture,algae,sw,,,4.761904762,mt dw/ha/y,,,47.61904762,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2013,Ulva prolifera,monoculture,algae,sw,,,4.761904762,mt dw/ha/y,,,47.61904762,,,
Effects of nitrogen and phosphorus from fish cage-culture on the communities of a shallow lake in middle Yangtze River basin of China,"Guo, LG; Li, ZJ",AQUACULTURE,2003,10.1016/S0044-8486(03)00478-2,"something is funky in this paper. they report 16MT but also 6576 kg? Net-cages in total covered an area of 1000 m2
and the annual fish yield was 16.0 metric tons (MT). 1.7 MT mandarin fish, 2.8 MT channel catfish,and 11.5 MT Chinese freshwater bream. In 230m2 (madarin) 110m2 (catfish) and 460m2 (bream). All of this was done in 8 months. I calculated monthly returns then extrapolated to a year since there wasn't a strong indication that production couldn't be done continuously",china,asia (not china),farm,farm,high,Table 1,,Freshwater bream,polyculture,fish,fw,,,0.39565217,kg/m2/month,nets in a lake,"cages, pens, or nets",47.48,,,
Economics of Sustainable Intensification of Aquaculture: Evidence from Shrimp Farms in Vietnam and Thailand,"Engle, Carole R.; McNevin, Aaron; Racine, Phoebe; Boyd, Claude E.; Paungkaew, Duangchai; Viriyatum, Rawee; Huynh Quoc Tinh; Hang Ngo Minh",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12423,survey then cluster analysis then average. corrected for # crops per year,vietnam,asia (not china),farm,survey,mid,Table 3,,Litopenaeus vannamei,monoculture,crustacean,sw,,,23404,kg/ha/year,ponds,ponds,46.81,shrimp,85,20.1
The Feasibility of industrial production of Spirulina (Arthrospira) in Southern Spain,"Jimenez, C; Cossio, BR; Labella, D; Niell, FX",AQUACULTURE,2003,10.1016/S0044-8486(02)00118-7,"Extracted monthly because in terms of production cycle, thats comparable to extracting annual",spain,europe,experiment,experiment,high,Fig 6,June,Spirulina,monoculture,algae,fw,2,15,11.6,g/m2/day,PONDS,ponds,42.34,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2004,Sargassum fusifarme,monoculture,algae,sw,,,4.232804233,mt dw/ha/y,,,42.32804233,,,
The Feasibility of industrial production of Spirulina (Arthrospira) in Southern Spain,"Jimenez, C; Cossio, BR; Labella, D; Niell, FX",AQUACULTURE,2003,10.1016/S0044-8486(02)00118-7,"Extracted monthly because in terms of production cycle, thats comparable to extracting annual",spain,europe,experiment,experiment,high,Fig 6,May,Spirulina,monoculture,algae,fw,2,15,10.9,g/m2/day,PONDS,ponds,39.79,,,
"Traditional vs. Integrated Multi-Trophic Aquaculture of Gracilaria chilensis C. J. Bird, J. McLachlan & E. C. Oliveira: Productivity and physiological performance","Abreu, Maria H.; Varela, Daniel A.; Henriquez, Luis; Villarroel, Adrian; Yarish, Charles; Sousa-Pinto, Isabel; Buschmann, Alejandro H.",AQUACULTURE,2009,10.1016/j.aquaculture.2009.03.043,averages from https://apps.automeris.io/wpd/,chile,south america,experiment,experiment,mid,Fig 3b,fall,Gracilaria,monoculture,algae,sw,,,325,g m−2month−1,Longline subtidal,on or off bottom,39,,,
"THE DEVELOPMENT OF THE SALMON AQUACULTURE INDUSTRY IN SOUTHWESTERN NEW BRUNSWICK, BAY OF FUNDY, INCLUDING STEPS TOWARD INTEGRATED COASTAL ZONE MANAGEMENT","Chang, B. D.; Coombs, K. A.; Page, F. H.",AQUACULTURE ECONOMICS & MANAGEMENT,2014,10.1080/13657305.2014.855952,combined fig. 2 and table 1,canada,north america,region,government data,mid,"Figure 2, table 1",2012,salmon,monoculture,fish,sw,,,37.314917,m.t/ha/year,net pens,"cages, pens, or nets",37.31,salmon,208,20.4
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2000,Pyropia,monoculture,algae,sw,,,3.703703704,mt dw/ha/y,,,37.03703704,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2008,Pyropia,monoculture,algae,sw,,,3.703703704,mt dw/ha/y,,,37.03703704,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2009,Ulva prolifera,monoculture,algae,sw,,,3.703703704,mt dw/ha/y,,,37.03703704,,,
Cultivation of seaweed Gracilaria in Chinese coastal waters and its contribution to environmental improvements,"Yang, Yufeng; Chai, Zhaoyang; Wang, Qing; Chen, Weizhou; He, Zhili; Jiang, Shijun",ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,2015,10.1016/j.algal.2015.03.017,"Its cultivation area increased from 0.13 ha in 2000 to 1500 ha in 2011 (Fig. 2), and the annual yield increased from 4 t to 60,000 t (wet weight).",china,asia (not china),region,government data,mid,Text on page 238,2011,Gracilaria,monoculture,algae,sw,,,40,t/ha/y,unclear butmust be lines,on or off bottom,36.29,,,
The Feasibility of industrial production of Spirulina (Arthrospira) in Southern Spain,"Jimenez, C; Cossio, BR; Labella, D; Niell, FX",AQUACULTURE,2003,10.1016/S0044-8486(02)00118-7,"Extracted monthly because in terms of production cycle, thats comparable to extracting annual",spain,europe,experiment,experiment,high,Fig 6,October,Spirulina,monoculture,algae,fw,2,15,9.5,g/m2/day,PONDS,ponds,34.68,,,
Economics of Sustainable Intensification of Aquaculture: Evidence from Shrimp Farms in Vietnam and Thailand,"Engle, Carole R.; McNevin, Aaron; Racine, Phoebe; Boyd, Claude E.; Paungkaew, Duangchai; Viriyatum, Rawee; Huynh Quoc Tinh; Hang Ngo Minh",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12423,survey then cluster analysis then average. corrected for # crops per year,vietnam,asia (not china),farm,survey,mid,Table 3,,penaeus monodon,monoculture,crustacean,sw,,,15924,kg/ha/year,ponds,ponds,31.85,shrimp,85,20.1
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2005,Pyropia,monoculture,algae,sw,,,3.174603175,mt dw/ha/y,,,31.74603175,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2007,Pyropia,monoculture,algae,sw,,,3.174603175,mt dw/ha/y,,,31.74603175,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2009,Pyropia,monoculture,algae,sw,,,3.174603175,mt dw/ha/y,,,31.74603175,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2011,Pyropia,monoculture,algae,sw,,,3.174603175,mt dw/ha/y,,,31.74603175,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2012,Pyropia,monoculture,algae,sw,,,3.174603175,mt dw/ha/y,,,31.74603175,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2006,Sargassum fusifarme,monoculture,algae,sw,,,3.174603175,mt dw/ha/y,,,31.74603175,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2004,Ulva prolifera,monoculture,algae,sw,,,3.174603175,mt dw/ha/y,,,31.74603175,,,
"THE DEVELOPMENT OF THE SALMON AQUACULTURE INDUSTRY IN SOUTHWESTERN NEW BRUNSWICK, BAY OF FUNDY, INCLUDING STEPS TOWARD INTEGRATED COASTAL ZONE MANAGEMENT","Chang, B. D.; Coombs, K. A.; Page, F. H.",AQUACULTURE ECONOMICS & MANAGEMENT,2014,10.1080/13657305.2014.855952,combined fig. 2 and table 1,canada,north america,region,government data,mid,"Figure 2, table 1",2005,salmon,monoculture,fish,sw,,,30.613865,m.t/ha/year,net pens,"cages, pens, or nets",30.61,salmon,208,20.4
The Feasibility of industrial production of Spirulina (Arthrospira) in Southern Spain,"Jimenez, C; Cossio, BR; Labella, D; Niell, FX",AQUACULTURE,2003,10.1016/S0044-8486(02)00118-7,"Extracted monthly because in terms of production cycle, thats comparable to extracting annual",spain,europe,experiment,experiment,high,Fig 6,April,Spirulina,monoculture,algae,fw,2,15,8.3,g/m2/day,PONDS,ponds,30.3,,,
Economics of Sustainable Intensification of Aquaculture: Evidence from Shrimp Farms in Vietnam and Thailand,"Engle, Carole R.; McNevin, Aaron; Racine, Phoebe; Boyd, Claude E.; Paungkaew, Duangchai; Viriyatum, Rawee; Huynh Quoc Tinh; Hang Ngo Minh",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12423,survey then cluster analysis then average. corrected for # crops per year,vietnam,asia (not china),farm,survey,mid,Table 3,,Litopenaeus vannamei,monoculture,crustacean,sw,,,13948,kg/ha/year,ponds,ponds,27.9,shrimp,85,20.1
Economics of Sustainable Intensification of Aquaculture: Evidence from Shrimp Farms in Vietnam and Thailand,"Engle, Carole R.; McNevin, Aaron; Racine, Phoebe; Boyd, Claude E.; Paungkaew, Duangchai; Viriyatum, Rawee; Huynh Quoc Tinh; Hang Ngo Minh",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12423,survey then cluster analysis then average. corrected for # crops per year,thailand,asia (not china),farm,survey,mid,Table 3,,Litopenaeus vannamei,monoculture,crustacean,sw,,,13560,kg/ha/year,ponds,ponds,27.12,shrimp,85,20.1
"THE DEVELOPMENT OF THE SALMON AQUACULTURE INDUSTRY IN SOUTHWESTERN NEW BRUNSWICK, BAY OF FUNDY, INCLUDING STEPS TOWARD INTEGRATED COASTAL ZONE MANAGEMENT","Chang, B. D.; Coombs, K. A.; Page, F. H.",AQUACULTURE ECONOMICS & MANAGEMENT,2014,10.1080/13657305.2014.855952,combined fig. 2 and table 1,canada,north america,region,government data,mid,"Figure 2, table 1",1990,salmon,monoculture,fish,sw,,,26.747881,m.t/ha/year,net pens,"cages, pens, or nets",26.75,salmon,208,20.4
The Feasibility of industrial production of Spirulina (Arthrospira) in Southern Spain,"Jimenez, C; Cossio, BR; Labella, D; Niell, FX",AQUACULTURE,2003,10.1016/S0044-8486(02)00118-7,"Extracted monthly because in terms of production cycle, thats comparable to extracting annual",spain,europe,experiment,experiment,high,Fig 6,March,Spirulina,monoculture,algae,fw,2,15,7.3,g/m2/day,PONDS,ponds,26.65,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2002,Pyropia,monoculture,algae,sw,,,2.645502646,mt dw/ha/y,,,26.45502646,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2003,Pyropia,monoculture,algae,sw,,,2.645502646,mt dw/ha/y,,,26.45502646,,,
